"Genotype"	"Background"	"Background.simple"	"Treatment"	"Treatment.V"	"Chamber.ID"	"Chamber.Irradiance"	"Vernalization"	"Daylength"	"Temperature"	"Fluctuation"	"Survival.Bolt"	"Bolt"	"Days.to.Bolt"	"Days.to.Flower"	"Rosette.leaf.num"	"Cauline.leaf.num"	"Blade.length.mm"	"Total.leaf.length.mm"	"Blade.ratio"	"Notes"
"2606"	"prmt5 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	57	68	52	11	NA	NA	NA	""
"2607"	"prmt5 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	58	67	43	10	28.4	43.9	0.646924829	""
"2608"	"prmt5 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	58	68	52	10	NA	NA	NA	""
"2609"	"prmt5 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	59	66	48	10	29.9	49.5	0.604040404	""
"2610"	"prmt5 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	63	70	49	10	24.2	39.6	0.611111111	""
"2611"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	26	40	8	2	8.4	14.3	0.587412587	""
"2612"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	26	39	7	2	7.1	12	0.591666667	""
"2613"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	26	40	10	4	6.8	10.9	0.623853211	""
"2614"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	28	42	8	2	7.1	13.2	0.537878788	""
"2615"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	29	45	10	3	9	16.1	0.559006211	""
"2616"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	30	43	11	3	9.6	15.6	0.615384615	""
"2617"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	31	42	7	3	10.3	17.9	0.575418994	""
"2618"	"spy-3"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	31	45	11	3	9.6	14.9	0.644295302	""
"2619"	"spy-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	57	73	31	6	15.7	25.5	0.615686275	""
"2620"	"spy-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	57	76	32	6	15.5	24	0.645833333	""
"2621"	"spy-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	58	76	30	6	15.6	24.5	0.636734694	""
"2622"	"spy-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	61	79	36	6	13.2	32.2	0.409937888	""
"2623"	"spy-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	88	104	42	6	30.8	46.1	0.668112798	""
"2624"	"spy-3"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	89	108	34	4	16.5	27.8	0.59352518	""
"2625"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	26	37	9	2	9.2	14.9	0.617449664	""
"2626"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	26	39	7	2	7.5	13.2	0.568181818	""
"2627"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	27	38	10	3	10.7	17.7	0.604519774	""
"2628"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	28	40	10	4	10.4	14.9	0.697986577	""
"2629"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	28	41	11	4	12	19	0.631578947	""
"2630"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	30	42	9	3	7.2	12.7	0.566929134	""
"2631"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	34	47	10	2	10.4	17.4	0.597701149	""
"2632"	"spy-3"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	40	54	15	4	11.9	20.3	0.586206897	""
"2633"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	61	79	31	7	18.5	30.6	0.604575163	""
"2634"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	61	76	32	6	23.9	35.6	0.671348315	""
"2635"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	65	84	36	6	20.7	30.9	0.669902913	""
"2636"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	65	82	34	6	18.5	30.6	0.604575163	""
"2637"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	68	84	36	4	28.2	43	0.655813953	""
"2638"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	69	88	34	8	19	32.7	0.581039755	""
"2639"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	69	88	37	6	21.4	33.5	0.63880597	""
"2640"	"spy-3"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	79	102	36	3	19.3	31.5	0.612698413	""
"2641"	"spy-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	17	22	5	1	NA	8.9	0	""
"2642"	"spy-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	23	6	2	NA	14.5	0	""
"2643"	"spy-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	24	8	2	NA	12.4	0	""
"2644"	"spy-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	20	27	11	3	NA	NA	NA	""
"2645"	"spy-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	21	28	10	3	NA	NA	NA	""
"2646"	"spy-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	25	31	13	3	NA	NA	NA	""
"2647"	"spy-3"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	28	34	16	3	NA	NA	NA	""
"2648"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	54	61	39	5	NA	NA	NA	""
"2649"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	56	65	35	6	NA	NA	NA	""
"2650"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	59	65	36	6	22.9	35.6	0.643258427	""
"2651"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	60	69	35	6	NA	NA	NA	"not sure of colleen count"
"2652"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	62	70	40	4	27	44.1	0.612244898	""
"2653"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	63	71	36	7	NA	NA	NA	""
"2654"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	66	75	46	7	24.2	39.9	0.606516291	"flowers growing downward"
"2655"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	71	78	59	7	NA	NA	NA	"strange white patches on two leaves. 6/11; missing leaf lengths at bolt"
"2656"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	78	87	39	7	NA	NA	NA	""
"2657"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	78	85	48	8	NA	NA	NA	""
"2658"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	80	80	52	6	NA	NA	NA	""
"2659"	"spy-3"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	82	89	51	6	NA	NA	NA	""
"2660"	"spy-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	18	26	7	2	NA	NA	NA	""
"2661"	"spy-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	19	26	6	2	NA	NA	NA	""
"2662"	"spy-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	21	27	9	2	NA	NA	NA	""
"2663"	"spy-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	23	29	7	2	NA	NA	NA	""
"2664"	"spy-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	27	32	6	1	9.2	18.8	0.489361702	"tiny as of 4/22/08"
"2665"	"spy-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	27	33	6	1	6.6	13.3	0.496240602	"tiny only one set of true leaves 4/22"
"2666"	"spy-3"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	27	33	5	2	5.1	10.8	0.472222222	"tiny only cotyledons on 4/21"
"2667"	"spy-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	48	54	16	2	NA	NA	NA	""
"2668"	"spy-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	50	56	21	1	NA	NA	NA	""
"2669"	"spy-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	52	61	22	4	NA	NA	NA	""
"2670"	"spy-3"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	62	70	40	6	NA	NA	NA	""
"2671"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	23	35	8	3	7.6	11.9	0.638655462	""
"2672"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	24	36	7	2	9.2	15.5	0.593548387	""
"2673"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	24	38	7	2	7.9	10.7	0.738317757	""
"2674"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	24	35	8	3	9.9	15.5	0.638709677	""
"2675"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	24	35	8	3	10.2	14.4	0.708333333	""
"2676"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	25	38	7	2	8.6	13	0.661538462	""
"2677"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	25	38	6	2	6.6	9.8	0.673469388	""
"2678"	"svp-41"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	26	39	9	3	8.3	12.6	0.658730159	""
"2679"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	42	57	19	6	16.7	30.6	0.545751634	""
"2680"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	43	58	18	5	14.6	25.4	0.57480315	""
"2681"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	43	54	18	5	16.1	26.5	0.60754717	""
"2682"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	44	58	19	4	17	28.4	0.598591549	""
"2683"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	53	69	19	5	20.5	35.8	0.572625698	""
"2684"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	55	74	25	6	23.4	37.2	0.629032258	""
"2685"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	56	75	21	5	15.3	25.9	0.590733591	""
"2686"	"svp-41"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	60	76	28	5	23.2	39.4	0.588832487	""
"2687"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	23	35	8	3	9	12.8	0.703125	""
"2688"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	23	35	8	3	8.2	14	0.585714286	""
"2689"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	23	34	7	3	7.7	12.4	0.620967742	""
"2690"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	23	37	6	3	7.2	12.3	0.585365854	""
"2691"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	24	36	8	3	9.9	3.8	2.605263158	""
"2692"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	24	37	6	4	8.7	16	0.54375	""
"2693"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	24	37	6	3	7.2	11.6	0.620689655	""
"2694"	"svp-41"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	24	37	6	3	7.7	13.7	0.562043796	""
"2695"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	41	55	17	6	21.2	39.2	0.540816327	""
"2696"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	42	57	19	6	19.4	35.1	0.552706553	""
"2697"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	44	60	21	7	22.9	40.6	0.564039409	""
"2698"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	44	58	16	6	16.3	30.5	0.53442623	""
"2699"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	49	66	21	6	21.4	40.6	0.527093596	""
"2700"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	49	65	17	6	21.3	38.2	0.557591623	""
"2701"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	49	64	15	6	14.3	29.1	0.491408935	""
"2702"	"svp-41"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	50	67	20	6	21.2	42	0.504761905	""
"2703"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	15	22	6	3	NA	10.4	0	""
"2704"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	15	21	7	3	NA	10.8	0	""
"2705"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	15	20	6	3	NA	14.2	0	""
"2706"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	16	21	6	3	NA	12	0	""
"2707"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	16	NA	4	6	NA	NA	NA	"Meristem looks broken 8/16 flowering delayed, don't trust leaf count"
"2708"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	16	22	5	3	NA	NA	NA	""
"2709"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	16	21	5	2	NA	NA	NA	""
"2710"	"svp-41"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	17	22	6	2	NA	NA	NA	""
"2711"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	32	38	14	6	NA	NA	NA	""
"2712"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	32	40	10	5	NA	NA	NA	""
"2713"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	33	40	13	5	NA	NA	NA	""
"2714"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	33	39	14	5	NA	NA	NA	""
"2715"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	36	44	19	8	NA	NA	NA	""
"2716"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	36	45	12	4	NA	NA	NA	""
"2717"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	36	46	15	5	NA	NA	NA	""
"2718"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	38	46	16	7	16.6	31.8	0.522012579	""
"2719"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	38	45	14	6	20.1	34.5	0.582608696	""
"2720"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	39	45	16	6	NA	NA	NA	""
"2721"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	43	51	19	8	26.7	46.9	0.569296375	""
"2722"	"svp-41"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	46	54	24	6	22.4	41.7	0.537170264	"white spots 6/14"
"2723"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	16	26	5	3	NA	12.84	0	"back-calculated one day"
"2724"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	17	25	6	2	NA	13.1	0	""
"2725"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	18	25	7	2	9	17.5	0.514285714	"one rosette leaf thin/small"
"2726"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	18	26	5	3	NA	NA	NA	""
"2727"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	19	28	5	2	7	14.1	0.496453901	""
"2728"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	19	27	8	6	NA	NA	NA	""
"2729"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	20	25	4	3	NA	NA	NA	""
"2730"	"svp-41"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	21	28	5	3	NA	NA	NA	""
"2731"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	29	38	9	4	NA	NA	NA	""
"2732"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	32	39	11	3	NA	NA	NA	""
"2733"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	33	42	10	5	15.5	38	0.407894737	"backdate one day"
"2734"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	33	42	10	4	NA	NA	NA	""
"2735"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	34	43	11	2	14.2	32.1	0.442367601	""
"2736"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	35	44	10	5	14.1	29.7	0.474747475	"could backdate"
"2737"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	37	45	13	5	NA	NA	NA	""
"2738"	"svp-41"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	40	49	16	3	17.7	43.2	0.409722222	"lots of secondary at flowering"
"2739"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	25	40	8	1	8.4	11.4	0.736842105	""
"2740"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	25	39	6	2	7	10.2	0.68627451	"tiny yellow flowers on 5/8 stem not extended. Abnormal floral structure 5/12. There are 6r and 2c"
"2741"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	25	40	8	2	6.9	9.3	0.741935484	""
"2742"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	25	39	11	4	9.7	15.2	0.638157895	""
"2743"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	26	41	8	2	7.5	10.9	0.688073394	""
"2744"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	26	40	8	1	7.2	9.8	0.734693878	""
"2745"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	26	40	10	2	8.1	12.3	0.658536585	""
"2746"	"tfl1-2"	"Ler"	"Ler"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	27	41	12	3	10.3	14.6	0.705479452	""
