"Genotype"	"Background"	"Background.simple"	"Treatment"	"Treatment.V"	"Chamber.ID"	"Chamber.Irradiance"	"Vernalization"	"Daylength"	"Temperature"	"Fluctuation"	"Survival.Bolt"	"Bolt"	"Days.to.Bolt"	"Days.to.Flower"	"Rosette.leaf.num"	"Cauline.leaf.num"	"Blade.length.mm"	"Total.leaf.length.mm"	"Blade.ratio"	"Notes"
"1013"	"flc-3 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	60	78	43	11	19.7	33.6	0.586309524	""
"1014"	"flc-3 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	62	81	43	12	19.1	32.1	0.595015576	""
"1015"	"flc-3 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	64	86	42	11	23.9	38.3	0.624020888	""
"1016"	"flc-3 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	64	87	42	11	21.4	35.4	0.604519774	""
"1017"	"flc-3 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	65	88	43	10	19.6	32	0.6125	""
"1018"	"flc-3 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	68	92	49	9	32.4	48.7	0.665297741	""
"1019"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	26	38	15	4	14.5	25.1	0.577689243	""
"1020"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	26	38	16	5	13.1	24.6	0.532520325	""
"1021"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	27	40	17	5	17.3	26.3	0.657794677	""
"1022"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	27	38	15	5	13	22.6	0.575221239	""
"1023"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	28	41	17	6	15.8	23.4	0.675213675	""
"1024"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	28	42	18	6	16.4	27.2	0.602941176	""
"1025"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	31	43	22	7	25.8	43.1	0.598607889	""
"1026"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	37	40	17	5	14.4	23.9	0.60251046	""
"1027"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	54	70	39	11	19	32.4	0.586419753	""
"1028"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	55	74	42	12	20.6	34.2	0.602339181	""
"1029"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	56	72	42	12	23.4	36.4	0.642857143	""
"1030"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	56	76	46	11	30.9	49.4	0.625506073	""
"1031"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	63	NA	NA	NA	20.8	40.2	0.517412935	"no flowering or leaf count data"
"1032"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	63	83	46	12	26	44.3	0.586907449	""
"1033"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	65	88	42	10	24.6	40.2	0.611940299	""
"1034"	"flc-3 FRI"	"Col FRI"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	69	88	46	11	23.9	42.3	0.56501182	""
"1035"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	15	21	13	2	NA	18.7	0	""
"1036"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	16	22	10	2	NA	NA	NA	""
"1037"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	16	22	10	2	NA	NA	NA	""
"1038"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	17	23	12	3	NA	16.7	0	""
"1039"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	17	25	10	3	NA	NA	NA	""
"1040"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	17	23	11	2	NA	NA	NA	""
"1041"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	18	22	12	3	NA	20.72	0	""
"1042"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	18	23	10	3	NA	21.3	0	""
"1043"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	44	51	35	8	NA	NA	NA	""
"1044"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	46	53	37	8	NA	NA	NA	""
"1045"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	46	54	42	7	NA	NA	NA	""
"1046"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	47	54	41	8	NA	NA	NA	""
"1047"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	48	54	41	8	NA	NA	NA	""
"1048"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	48	54	39	8	NA	NA	NA	""
"1049"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	49	55	39	8	NA	NA	NA	""
"1050"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	50	56	39	9	25	45.4	0.550660793	""
"1051"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	52	58	37	9	23.7	44	0.538636364	""
"1052"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	54	61	39	11	24	44.6	0.538116592	"white spots 6/14"
"1053"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	55	61	41	11	NA	NA	NA	""
"1054"	"flc-3 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	56	63	47	11	23.9	46.5	0.513978495	""
"1055"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	16	23	10	2	NA	23.4	0	"back calculated by one day"
"1056"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	16	25	8	2	NA	NA	NA	""
"1057"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	17	22	9	2	NA	18.7	0	""
"1058"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	17	25	10	2	NA	21.7	0	"1 small rosette leaf"
"1059"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	17	22	10	1	NA	23.2	0	""
"1060"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	17	25	9	3	NA	NA	NA	""
"1061"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	17	25	8	2	NA	NA	NA	""
"1062"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	19	26	10	4	NA	NA	NA	""
"1063"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	40	47	23	4	27.4	55.5	0.493693694	""
"1064"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	42	50	23	5	28.7	55.4	0.518050542	""
"1065"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	42	49	26	5	29.6	60.3	0.490878939	""
"1066"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	42	50	24	5	24.3	55.7	0.436265709	""
"1067"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	42	49	24	6	NA	NA	NA	""
"1068"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	44	51	29	5	NA	NA	NA	""
"1069"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	44	51	27	6	NA	NA	NA	""
"1070"	"flc-3 FRI"	"Col FRI"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	45	53	31	5	NA	NA	NA	""
"1071"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	45	60	30	10	17.7	29.9	0.591973244	""
"1072"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	45	58	36	11	18.2	31.7	0.574132492	""
"1073"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	45	58	32	11	17.4	28.4	0.612676056	""
"1074"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	46	59	41	11	18.9	28.4	0.665492958	""
"1075"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	48	63	32	11	21.2	30.9	0.686084142	""
"1076"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	48	62	47	10	28.2	47	0.6	""
"1077"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	50	64	33	10	20	35.4	0.564971751	""
"1078"	"flk-1"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	51	66	39	12	21.6	38.1	0.566929134	""
"1079"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	86	109	61	8	19.5	34.5	0.565217391	""
"1080"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	109	65	8	22.6	38.2	0.591623037	""
"1081"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	111	62	8	15.3	33.2	0.460843373	""
"1082"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	90	112	60	8	19.1	31.2	0.612179487	""
"1083"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	94	118	58	10	24.1	39.1	0.616368286	""
"1084"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	95	120	64	8	22.9	41.5	0.551807229	""
"1085"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	98	122	65	10	31.6	50.7	0.623274162	""
"1086"	"flk-1"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	99	124	59	7	21	37.5	0.56	""
"1087"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	43	61	33	10	17.9	32.9	0.544072948	""
"1088"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	45	59	35	10	20.6	34.7	0.593659942	""
"1089"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	45	59	29	11	19.7	34.3	0.574344023	""
"1090"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	47	58	39	10	20.8	36.3	0.573002755	""
"1091"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	48	59	39	11	20.7	31.3	0.661341853	""
"1092"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	49	62	39	9	21.9	38.1	0.57480315	""
"1093"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	49	61	36	12	33.4	66.3	0.503770739	""
"1094"	"flk-1"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	50	62	43	10	17.3	33.6	0.514880952	""
"1095"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	87	108	59	9	59	9	6.555555556	""
"1096"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	87	109	53	8	20.4	39.1	0.52173913	""
"1097"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	89	108	62	9	27	48	0.5625	""
"1098"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	89	112	58	7	21.9	38	0.576315789	""
"1099"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	93	120	58	8	23.5	40.2	0.584577114	""
"1100"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	95	116	64	8	24.7	42.6	0.579812207	""
"1101"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	95	118	61	8	24.8	42.1	0.589073634	""
"1102"	"flk-1"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	98	123	72	8	27.4	45	0.608888889	""
"1103"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	36	41	27	9	21.4	34.9	0.613180516	"cauline leaves in pairs"
"1104"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	36	40	30	6	NA	NA	NA	""
"1105"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	36	43	32	12	NA	NA	NA	""
"1106"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	39	NA	32	9	22.4	36.6	0.612021858	""
"1107"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	40	45	34	7	22.1	35.3	0.626062323	""
"1108"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	40	46	34	9	21.1	36	0.586111111	""
"1109"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	44	48	38	8	NA	NA	NA	""
"1110"	"flk-1"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	46	54	43	8	NA	NA	NA	""
"1111"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	93	104	57	10	NA	NA	NA	""
"1112"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	122	132	55	13	NA	NA	NA	"don't believe leaf count"
"1113"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	122	NA	NA	NA	NA	NA	NA	""
"1114"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	160	NA	NA	NA	NA	NA	NA	""
"1115"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1116"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1117"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1118"	"flk-1"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA	NA	NA	""
"1119"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	33	41	23	5	20.2	43.4	0.465437788	""
"1120"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	35	42	24	6	20.8	43.6	0.47706422	""
"1121"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	35	42	25	7	25	47.7	0.524109015	""
"1122"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	36	44	25	5	NA	NA	NA	""
"1123"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	38	44	29	6	25.3	45.8	0.552401747	""
"1124"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	42	49	31	6	NA	NA	NA	""
"1125"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	42	48	31	6	NA	NA	NA	""
"1126"	"flk-1"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	44	51	33	5	NA	NA	NA	""
"1127"	"flk-1"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	81	NA	NA	NA	NA	NA	NA	""
"1128"	"flk-1"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	88	99	57	8	NA	NA	NA	""
"1129"	"flk-1"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	90	105	66	10	NA	NA	NA	""
"1130"	"flk-1"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	91	105	67	9	NA	NA	NA	""
"1131"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	26	39	12	5	9.4	15.3	0.614379085	""
"1132"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	27	40	13	4	12.2	19.5	0.625641026	""
"1133"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	28	43	11	3	9.8	15.4	0.636363636	""
"1134"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	28	42	15	3	13.4	20.2	0.663366337	""
"1135"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	29	43	12	3	11.1	15.3	0.725490196	""
"1136"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	31	44	12	5	14.7	24.8	0.592741935	""
"1137"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	31	44	11	4	15	25.2	0.595238095	""
"1138"	"flm-97"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	32	44	17	5	17.6	29.2	0.602739726	""
"1139"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	62	82	42	9	23.5	38.6	0.60880829	""
"1140"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	62	81	38	9	20.8	35.4	0.587570621	""
"1141"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	66	83	40	8	18.1	32.2	0.562111801	""
"1142"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	66	84	42	9	20.6	31.9	0.645768025	""
"1143"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	73	94	44	9	26.3	39.3	0.669211196	""
"1144"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	75	97	43	6	22.8	35.4	0.644067797	""
"1145"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	79	101	42	6	29.5	43.3	0.681293303	""
"1146"	"flm-97"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	81	102	44	5	20.8	32.7	0.636085627	""
"1147"	"flm-97"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	27	41	13	4	11.3	18.3	0.617486339	""
"1148"	"flm-97"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	28	42	15	5	12.8	22.1	0.57918552	""
"1149"	"flm-97"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	28	NA	12	4	12.3	19.2	0.640625	""
"1150"	"flm-97"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	29	43	14	6	11.8	20.8	0.567307692	""
"1151"	"flm-97"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	30	43	14	5	14.4	25	0.576	""
"1152"	"flm-97"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	31	44	14	4	15.4	29.6	0.52027027	""
